gender,birth,marriage,religion,income,code_job,code_region
1,1981,1,2,342.1,312,3
2,2012,0,2,9999,NA,3
2,2014,0,2,9999,NA,3
2,1941,2,1,9999,NA,3
2,1974,4,1,100,521,3
1,2002,0,2,9999,NA,3
2,2005,0,2,9999,NA,3
1,1960,1,1,368,312,3
2,1970,1,1,188,992,3
2,1992,5,1,9999,NA,3
1,2001,0,1,9999,NA,3
2,1936,2,2,9999,422,3
2,1938,2,1,9999,NA,3
2,1965,3,2,105,941,3
1,1988,5,2,193,922,3
1,1991,5,2,164.2,922,3
1,1947,1,1,9999,NA,3
2,1954,1,1,9999,NA,3
2,1975,3,1,9999,442,3
1,1999,0,2,9999,NA,3
1,2001,0,2,9999,NA,3
1,1940,1,1,9999,530,3
2,1944,1,1,9999,530,3
2,1942,2,1,9999,NA,3
1,1967,4,1,260,312,3
1,1941,1,2,9999,921,3
2,1946,1,1,9999,NA,3
1,1952,1,2,120,942,3
2,1954,1,2,57.2,421,3
2,1992,5,2,30,442,3
1,1948,1,1,130,942,3
2,1950,1,1,30,941,3
1,1979,5,1,9999,999,3
1,1936,1,1,9999,NA,3
2,1941,1,1,9999,NA,3
1,1974,5,1,187.5,922,3
1,1971,5,2,9999,873,3
2,1944,2,1,9999,NA,3
2,1971,5,2,130,259,3
1,1962,1,2,252.5,891,3
1,1922,2,2,9999,149,3
1,1966,5,1,172.5,891,3
2,1984,1,2,9999,NA,3
2,2008,0,2,9999,NA,3
1,2010,0,2,9999,NA,3
1,1942,1,2,9999,NA,3
2,1946,1,2,9999,NA,3
1,1969,5,2,247,743,3
2,1928,2,2,9999,NA,3
1,1937,1,2,9999,NA,3
2,1948,1,1,9999,NA,3
2,1933,2,2,9999,NA,3
1,1929,1,2,9999,NA,3
2,1936,1,2,9999,NA,3
1,1940,1,2,9999,NA,3
2,1938,1,2,9999,NA,3
1,1951,3,2,92,873,3
1,1979,5,2,9999,NA,3
1,1940,1,2,9999,NA,3
2,1945,1,2,9999,NA,3
1,1956,1,1,9999,NA,3
2,1964,1,1,174,930,3
2,1991,5,1,143.3,246,3
2,1994,5,1,9999,952,3
1,1947,2,1,9999,NA,3
2,1957,3,2,9999,NA,3
1,1934,2,2,9999,NA,3
1,1955,1,2,140.8,942,3
2,1958,2,1,9999,442,3
2,1931,2,1,9999,NA,3
2,1950,2,1,9999,NA,3
2,1935,2,1,9999,NA,3
2,1957,4,1,9999,442,3
1,1979,5,1,107,922,3
2,1949,2,1,9999,442,3
1,1939,1,2,83,942,3
2,1952,1,2,9999,NA,3
2,1947,2,1,75,951,3
1,1984,1,1,160,922,3
2,1935,2,1,9999,NA,3
2,1930,2,1,9999,NA,3
1,1940,1,2,9999,NA,4
2,1943,1,2,9999,NA,4
1,1940,1,2,9999,NA,3
2,1943,1,1,9999,NA,3
1,1943,1,2,9999,NA,3
2,1948,1,2,9999,NA,3
1,1937,2,1,9999,NA,3
2,1938,2,2,9999,NA,3
2,1939,2,1,9999,NA,3
2,1937,1,1,9999,NA,3
1,1935,1,1,9999,NA,3
1,1953,1,2,9999,611,6
2,1953,1,1,80,941,6
2,1976,3,2,9999,NA,6
1,1977,5,2,134.4,910,3
2,1983,5,2,9999,NA,3
2,1967,4,1,127.7,952,3
2,2001,0,1,9999,NA,3
2,1944,2,1,20,941,3
1,1969,1,2,480,873,3
2,1975,1,2,148.6,313,3
1,2004,0,2,9999,NA,3
2,2006,0,2,9999,NA,3
1,1961,1,2,9999,851,3
2,1962,1,2,107,930,3
1,1988,5,2,9999,NA,3
1,1945,1,1,9999,399,3
2,1953,1,1,9999,NA,3
1,1946,1,1,9999,822,3
2,1949,1,2,9999,NA,3
2,1978,1,2,9999,NA,3
1,1979,1,2,423.6,235,3
2,2012,0,2,9999,NA,3
1,1966,1,2,427.5,311,3
2,1967,1,2,9999,259,3
1,2000,0,2,9999,NA,3
2,2002,0,2,9999,NA,3
1,1952,1,1,128,863,3
2,1952,1,1,9999,NA,3
2,1980,1,2,9999,NA,3
2,1984,1,2,9999,NA,3
1,1990,5,1,9999,NA,3
1,1975,1,2,441.7,753,3
2,2011,0,2,9999,NA,3
1,1981,1,2,375,312,3
1,1935,1,1,9999,NA,3
2,1941,1,1,9999,NA,3
1,1941,1,1,9999,NA,3
2,1943,1,1,9999,NA,3
1,1972,1,1,9999,823,3
2,1979,1,1,9999,823,3
2,2004,0,1,9999,NA,3
1,2005,0,1,9999,NA,3
1,1965,1,2,9999,149,3
2,1969,1,1,9999,NA,3
2,1996,5,2,9999,NA,3
1,1997,0,2,9999,NA,3
1,1955,1,1,147,942,3
2,1955,1,1,9999,NA,3
2,1979,1,2,9999,NA,3
1,1972,1,2,447,411,3
1,2008,0,2,9999,NA,3
1,1959,1,2,250,761,3
2,1963,1,2,103,521,3
1,1987,5,2,130,314,3
1,1988,5,2,9999,NA,3
1,1963,3,2,9999,772,3
2,1967,3,2,150,521,3
2,1993,5,2,9999,NA,3
1,1996,5,2,9999,930,3
1,1950,1,2,9999,NA,3
2,1952,1,2,9999,NA,3
2,1938,2,1,9999,NA,3
1,1930,1,1,9999,NA,3
2,1937,1,1,9999,NA,3
1,1930,1,2,9999,NA,3
2,1939,1,2,9999,NA,3
2,1964,2,1,9999,NA,3
1,1987,5,2,9999,NA,3
2,1940,2,1,20,951,3
1,1952,1,1,200,753,3
2,1953,1,1,141.7,510,3
2,1983,5,1,266.7,311,1
1,1968,5,2,192.5,741,3
2,1947,2,1,9999,NA,3
1,1968,3,2,9999,751,3
2,1954,3,1,9999,442,3
2,1988,5,1,218.3,243,3
1,1955,1,2,9999,510,3
2,1958,1,1,9999,NA,3
1,1982,1,2,586,831,7
2,1982,1,2,9999,NA,7
2,2009,0,2,9999,NA,7
2,2011,0,2,9999,NA,7
1,1967,1,1,713,312,3
2,1968,1,2,250,259,3
1,1994,5,2,9999,NA,3
1,1996,5,2,9999,NA,3
1,1996,5,2,9999,NA,3
2,1951,2,1,9999,NA,3
2,1924,2,1,9999,NA,3
1,1938,3,2,9999,NA,3
1,1942,2,1,9999,422,3
1,1940,1,1,9999,611,3
2,1949,1,1,9999,611,3
2,1937,2,1,9999,NA,3
2,1966,2,2,9999,441,3
1,1990,5,2,143,930,3
1,1990,5,2,123,999,3
1,1999,0,2,9999,NA,3
2,1943,4,1,9999,NA,3
1,1948,2,1,9999,NA,3
1,1944,1,1,9999,NA,3
2,1949,1,1,9999,NA,3
2,1943,2,1,9999,NA,3
1,1974,1,1,416.6,120,3
2,1977,1,1,208.3,510,3
2,2004,0,1,9999,NA,3
2,2007,0,1,9999,NA,3
1,2009,0,1,9999,NA,3
1,1948,3,2,9999,NA,3
1,1947,1,1,9999,NA,3
2,1951,1,1,9999,NA,3
2,1948,2,1,9999,NA,3
2,1932,2,1,9999,NA,3
2,1964,3,2,108,442,3
2,1989,5,2,216.9,399,3
2,1934,2,1,9999,NA,3
2,1931,2,1,9999,NA,3
1,1972,5,2,165,921,3
2,1963,3,1,9999,NA,3
1,1938,2,1,9999,NA,3
2,1939,6,1,9999,NA,3
2,1956,3,1,9999,NA,3
1,1992,5,1,9999,NA,3
1,1941,1,1,9999,NA,3
2,1950,1,1,9999,NA,3
2,1974,3,1,9999,952,3
2,2001,0,1,9999,NA,3
1,1998,0,1,9999,NA,3
1,1956,3,2,9999,NA,3
2,1996,5,2,9999,NA,3
2,1959,2,1,60,941,3
1,1988,5,2,150,399,3
2,1985,3,2,130,521,3
2,1970,3,1,9999,NA,3
2,1993,5,1,9999,NA,3
2,1998,0,2,9999,NA,3
1,1954,3,2,9999,NA,3
1,1934,1,1,9999,NA,3
2,1940,1,1,110,521,3
1,1963,1,1,230,412,3
2,1968,1,1,150,246,3
2,1992,5,1,105,521,3
1,1947,1,2,130,942,3
2,1947,1,1,9999,NA,3
2,1975,5,2,190,392,3
2,1979,5,1,130,247,3
1,1995,5,1,9999,NA,3
1,1948,1,1,9999,NA,3
2,1948,1,1,9999,NA,3
1,2002,0,1,9999,NA,3
1,1972,3,1,215,314,3
1,1953,1,2,9999,NA,3
2,1948,1,2,9999,NA,3
1,1982,5,2,416.7,762,3
1,1971,1,1,510.8,411,3
2,1976,1,1,210,259,3
1,1998,0,1,9999,NA,3
1,2000,0,1,9999,NA,3
1,1949,1,1,9999,NA,3
2,1952,1,1,9999,NA,3
2,1977,1,2,9999,721,3
2,1981,1,2,9999,NA,3
1,1973,1,2,334.6,899,3
1,1978,1,2,335,222,3
1,2008,0,2,9999,NA,3
1,2010,0,2,9999,NA,3
2,2012,0,2,9999,NA,3
1,2013,0,2,9999,NA,3
1,1955,4,2,9999,NA,3
1,1979,5,2,200,761,3
1,1961,1,2,9999,NA,3
2,1962,1,2,56,421,3
2,1985,1,2,159,314,3
1,1985,1,2,261.4,853,3
1,1965,1,2,9999,313,3
2,1972,1,2,9999,NA,3
1,2001,0,2,9999,NA,3
2,2006,0,2,9999,NA,3
1,1975,1,2,213,862,3
2,1945,2,1,9999,NA,3
2,1974,1,2,132,314,3
1,1966,1,1,250,772,3
2,1959,1,1,9999,NA,3
2,1996,5,1,9999,NA,3
1,2000,0,1,9999,NA,3
2,1934,2,1,9999,NA,3
1,1938,1,1,9999,823,3
2,1944,1,1,9999,999,3
2,1934,2,1,9999,NA,3
2,1995,5,2,9999,NA,3
1,1971,1,2,270,772,3
2,1974,1,2,155,246,3
2,1999,0,2,9999,NA,3
2,2001,0,2,9999,NA,3
1,2005,0,2,9999,NA,3
2,1936,2,1,9999,NA,3
1,1994,5,2,9999,NA,3
2,1996,5,2,9999,NA,3
2,1997,0,2,9999,NA,3
1,2000,0,2,9999,NA,3
1,1945,2,1,86,942,3
2,1926,2,1,9999,NA,3
1,1950,1,1,103,941,3
2,1961,1,1,27.3,314,3
2,1980,1,2,9999,930,3
2,1983,5,1,138,313,3
2,1998,0,1,9999,NA,3
1,1979,1,2,316.6,231,3
2,2010,0,2,9999,NA,3
2,2012,0,2,9999,NA,3
1,1954,1,1,200,431,3
2,1955,1,1,9999,NA,3
2,1981,5,1,146.8,722,3
2,1949,2,1,9999,NA,3
1,1974,5,1,9999,NA,3
1,1952,3,2,9999,NA,3
2,1943,2,1,9999,NA,3
1,1992,5,2,9999,NA,3
1,1941,1,1,9999,NA,3
2,1945,1,1,9999,NA,3
1,1941,1,1,9999,NA,3
2,1946,1,1,9999,NA,3
1,1973,1,2,9999,254,3
2,1978,1,2,363.3,313,3
2,2012,0,2,9999,NA,3
2,2014,0,2,9999,NA,3
2,1972,3,2,72,313,3
1,1998,0,2,9999,NA,3
2,2000,0,2,9999,NA,3
2,1935,2,1,9999,NA,3
2,1966,5,1,9999,NA,3
2,1953,2,1,48,521,3
2,1944,2,1,9999,NA,3
1,1970,3,1,9999,NA,3
2,1996,5,1,9999,NA,3
1,1959,1,1,9999,NA,3
2,1963,1,1,9999,NA,3
1,1990,5,1,203,243,3
1,1996,5,1,9999,NA,3
1,1948,3,2,158,159,3
2,1967,2,2,9999,521,3
1,1992,5,2,94,999,3
1,1978,1,1,532,312,3
2,1979,1,1,382,313,3
2,2007,0,1,9999,NA,3
1,2011,0,1,9999,NA,3
1,1952,1,2,9999,873,3
2,1957,1,1,147.7,442,3
1,1983,5,2,9999,761,3
2,1937,2,1,9999,NA,3
1,1945,1,2,9999,NA,4
2,1947,1,2,9999,NA,4
2,1972,5,2,108,930,4
1,1950,2,1,9999,NA,3
1,1969,1,1,9999,NA,3
2,1971,1,1,9999,NA,3
1,1996,5,2,9999,NA,3
1,1970,1,1,9999,NA,3
2,1975,1,1,50,289,3
1,1996,5,1,9999,NA,3
1,2005,0,1,9999,NA,3
1,1965,1,1,9999,442,3
2,1968,1,1,9999,NA,3
1,2000,0,1,9999,NA,3
1,2005,0,1,9999,NA,3
1,1949,1,1,9999,NA,3
2,1954,1,1,9999,NA,3
1,1962,1,1,422.5,411,3
2,1964,1,1,9999,NA,3
2,1993,5,1,9999,NA,3
2,1997,0,1,9999,NA,3
1,1961,1,2,679.2,251,3
2,1965,1,1,598.2,252,3
2,1992,5,1,9999,NA,3
2,1994,5,1,9999,NA,3
2,2000,0,1,9999,NA,3
2,1939,2,1,9999,NA,3
1,1941,1,2,9999,NA,3
2,1949,1,1,9999,NA,3
1,1941,1,2,9999,NA,3
2,1950,1,1,9999,NA,3
2,1985,5,2,9999,NA,3
1,1946,1,2,9999,NA,3
2,1953,1,2,9999,721,3
1,1972,1,2,9999,442,3
2,1975,1,2,9999,NA,3
2,2002,0,2,9999,NA,3
1,2006,0,2,9999,NA,3
1,1973,3,1,211.5,851,3
1,1952,1,1,211,873,3
2,1950,1,1,9999,NA,3
1,1978,1,2,453.6,312,3
2,1945,2,1,9999,NA,3
1,1964,1,2,229.5,753,3
2,1967,1,1,140,721,3
2,1994,5,2,9999,NA,3
1,1966,1,2,247,792,3
2,1968,1,1,9999,NA,3
1,1996,5,2,9999,NA,3
1,1998,0,2,9999,NA,3
1,1978,1,1,583.3,510,3
2,1978,1,1,67,521,3
2,2006,0,2,9999,NA,3
2,2009,0,2,9999,NA,3
1,2011,0,2,9999,NA,3
1,1948,3,1,9999,NA,3
2,1979,1,1,9999,NA,3
1,1978,1,1,391.6,312,3
1,2011,0,1,9999,NA,3
2,2013,0,1,9999,NA,3
2,1935,2,2,9999,NA,3
1,1961,1,2,411.6,873,3
2,1991,5,2,9999,NA,3
2,1998,0,2,9999,NA,3
1,1973,2,2,350.7,312,3
2,2003,0,2,9999,NA,3
1,1940,2,2,9999,NA,3
1,2006,0,2,9999,NA,3
1,1952,1,2,265.8,851,3
2,1954,1,2,9999,NA,3
1,1951,1,2,9999,510,3
2,1952,1,2,150,951,3
2,1947,2,1,9999,NA,3
1,1972,3,1,9999,NA,3
1,1968,3,1,9999,NA,3
1,1938,1,1,9999,873,3
2,1942,1,1,9999,NA,3
2,1940,2,1,9999,NA,3
1,1989,5,2,9999,NA,3
1,1943,1,1,9999,NA,3
2,1950,1,1,56,951,3
1,1981,1,1,424,239,3
2,1984,1,1,9999,NA,3
2,2013,0,1,9999,NA,3
1,1935,1,2,9999,NA,3
2,1937,1,2,9999,NA,3
1,1959,1,1,412,772,3
2,1959,1,1,9999,722,3
2,1997,0,1,9999,NA,3
2,1949,2,1,9999,NA,3
2,1971,5,2,782,281,1
1,1952,1,1,204,799,3
2,1956,1,1,9999,NA,3
2,1981,1,2,268.2,243,3
2,1983,1,2,9999,530,3
1,1976,1,2,358.3,510,3
1,2011,0,2,9999,NA,3
1,1983,1,2,9999,530,3
1,2012,0,2,9999,NA,3
1,2013,0,2,9999,NA,3
1,1944,1,1,90,942,3
2,1949,1,1,9999,NA,3
1,1947,1,1,162,151,3
2,1946,1,1,9999,NA,3
2,1974,1,2,9999,NA,3
1,1979,1,2,224.5,874,3
1,1981,1,2,258.3,873,3
1,1975,1,2,325,411,3
1,2006,0,2,9999,NA,3
2,2008,0,2,9999,NA,3
2,1983,1,2,9999,521,3
2,1987,1,2,157,313,3
2,2014,0,2,9999,NA,3
2,1941,2,1,9999,521,3
1,1972,5,1,233.1,762,3
1,1943,1,1,9999,NA,3
2,1945,1,1,9999,NA,3
1,1973,1,2,9999,429,3
2,1973,1,2,9999,999,3
2,2002,0,2,9999,NA,3
2,2003,0,2,9999,NA,3
1,1975,1,1,9999,441,3
2,1979,1,1,9999,NA,3
1,2004,0,1,9999,NA,3
2,1947,2,1,9999,NA,3
1,2012,0,1,9999,NA,3
1,1951,1,1,9999,953,3
2,1955,1,1,110,951,3
2,1983,1,1,9999,422,3
1,1981,1,2,296.5,239,3
1,2013,0,2,9999,NA,3
2,1945,2,1,9999,NA,3
2,1972,3,2,9999,441,3
2,1995,5,2,9999,NA,3
2,1997,0,2,9999,NA,3
1,1959,1,1,9999,NA,3
2,1963,1,1,158,421,3
1,1986,1,1,360,411,1
1,1989,5,2,113,411,3
2,1984,1,1,9999,NA,1
1,1957,1,1,9999,873,3
2,1960,1,1,180,530,3
2,1993,5,1,9999,NA,3
1,1941,1,2,9999,611,3
2,1943,1,2,9999,NA,3
1,1975,5,2,9999,611,3
1,1975,1,1,9999,274,3
2,1982,1,1,287,313,3
2,2006,0,1,9999,NA,3
1,2008,0,1,9999,NA,3
1,1973,1,2,573.3,151,3
2,1946,2,1,9999,NA,3
2,1974,1,2,9999,NA,3
1,2007,0,2,9999,NA,3
1,2013,0,2,9999,NA,3
1,1955,1,2,9999,530,3
2,1955,1,1,9999,530,3
2,1977,5,2,158,243,3
1,1964,1,1,9999,422,3
2,1963,1,1,138,930,3
2,1990,5,2,9999,NA,3
1,1991,5,2,188,930,3
2,1932,2,1,9999,NA,3
2,1941,2,2,9999,NA,3
2,1941,2,1,9999,991,3
1,1955,1,1,269,930,3
2,1955,1,1,9999,NA,3
2,1990,5,2,203,312,3
1,1948,1,2,9999,NA,3
2,1961,1,1,686.4,510,3
2,1992,5,2,9999,NA,3
1,1971,1,1,148.3,822,3
2,1967,1,1,9999,NA,3
1,1999,0,1,9999,NA,3
2,2003,0,1,9999,NA,3
1,2005,0,1,9999,NA,3
1,1971,1,2,260,862,7
2,1972,1,2,191,246,7
2,2005,0,2,9999,NA,7
1,2007,0,2,9999,NA,7
1,1971,1,1,230,431,3
2,1970,1,1,149.5,930,3
2,2006,0,1,9999,NA,3
1,1971,1,1,9999,873,3
2,1974,1,1,100,510,3
2,2001,0,1,9999,NA,3
2,2006,0,1,9999,NA,3
1,1976,1,2,358.3,313,3
2,1978,1,2,9999,432,3
1,2006,0,2,9999,NA,3
1,2008,0,2,9999,NA,3
1,1973,1,2,596.5,855,3
2,1973,1,2,176.5,246,3
1,1996,5,2,9999,NA,3
2,2001,0,2,9999,NA,3
1,1970,1,1,9999,761,3
2,1973,1,1,158,320,3
2,2001,0,1,9999,NA,3
1,2003,0,1,9999,NA,3
1,1970,1,1,417,411,3
2,1972,1,1,9999,NA,3
1,2007,0,1,9999,NA,3
1,1936,1,1,9999,NA,3
2,1942,1,1,9999,NA,3
2,1978,1,1,100,259,3
1,2002,0,1,9999,NA,3
2,1934,2,2,9999,NA,3
1,1970,1,1,529.1,311,3
2,1999,0,1,9999,NA,3
2,2003,0,1,9999,NA,3
1,1969,1,2,398.6,753,3
2,1978,1,2,250,243,3
1,1999,0,2,9999,NA,3
1,2001,0,2,9999,NA,3
1,1934,1,1,9999,NA,3
2,1937,1,1,9999,NA,3
1,1969,1,2,9999,772,3
2,1974,1,2,120,521,3
2,2006,0,2,9999,NA,3
2,2008,0,2,9999,NA,3
1,1972,5,2,396.7,510,3
1,1954,1,2,269.6,873,3
2,1967,1,1,133.3,441,3
2,1986,1,1,9999,NA,3
2,1990,5,2,163,285,3
1,1984,1,1,421.5,863,3
2,2011,0,1,9999,NA,3
1,1971,1,1,9999,873,6
2,1971,1,1,128.2,864,6
1,1999,0,1,9999,NA,6
1,2000,0,1,9999,NA,6
1,1974,1,2,255,921,3
2,1974,1,2,70,314,3
2,2000,0,2,9999,NA,3
2,2004,0,2,9999,NA,3
1,1966,1,1,416.7,399,3
2,1971,1,1,9999,429,3
1,1995,5,1,9999,NA,3
1,1996,5,1,9999,NA,3
1,1969,1,2,270.8,245,3
2,1974,1,2,100,254,3
2,2001,0,2,9999,NA,3
2,2003,0,2,9999,NA,3
1,2010,0,2,9999,NA,3
1,1968,1,2,159.1,899,3
2,1976,1,2,110,930,3
2,1940,2,2,9999,NA,3
1,1957,1,2,284,863,3
2,1961,1,2,100,530,3
1,1986,5,2,190,441,3
2,1939,2,2,9999,NA,3
1,1962,1,2,382.5,851,3
2,1962,1,2,175,312,3
2,1993,5,2,9999,NA,3
2,1934,2,1,9999,NA,3
2,1936,2,2,9999,NA,3
1,1971,1,1,9999,773,3
2,1974,1,1,40,313,3
1,1999,0,1,9999,NA,3
2,2001,0,1,9999,NA,3
2,1934,2,2,9999,NA,3
2,1971,1,1,165,521,3
1,1964,1,1,240,139,3
1,1962,1,2,9999,NA,3
2,1969,1,2,9999,NA,3
2,1998,0,2,9999,NA,3
2,1940,2,1,9999,NA,3
1,1977,1,1,300,521,3
2,1981,1,1,9999,NA,3
1,1937,1,2,9999,NA,3
2,1953,1,1,9999,NA,3
1,1976,5,2,9999,792,3
2,1964,1,2,9999,530,3
2,1995,5,2,9999,NA,3
1,1960,1,2,9999,510,3
1,1950,1,2,9999,NA,3
2,1957,1,1,9999,NA,3
2,1930,2,1,9999,NA,3
2,1937,2,1,9999,NA,3
2,1923,2,1,9999,NA,3
2,1943,2,1,9999,NA,3
2,1974,3,1,80,991,3
1,2005,0,1,9999,NA,3
2,1931,2,1,9999,NA,3
1,1954,1,1,124,852,3
2,1958,1,1,9999,441,3
1,1983,1,1,308.3,311,3
2,1985,1,2,103,313,3
2,1932,3,1,9999,NA,3
1,1964,1,1,35,941,3
2,1963,1,1,60,941,3
2,2004,0,1,9999,NA,3
2,1965,3,2,156,521,3
2,1997,0,2,9999,NA,3
2,2001,0,2,9999,NA,3
2,1968,3,1,91,953,3
2,1994,5,2,70,422,3
2,1996,5,2,9999,NA,3
2,1996,5,2,9999,NA,3
1,1957,1,2,9999,NA,3
2,1961,1,1,180,243,3
1,1984,5,2,220,930,3
2,1933,2,1,9999,NA,3
1,1925,2,1,9999,NA,3
1,1969,1,1,426.7,312,3
2,1974,1,1,9999,NA,3
2,2003,0,1,9999,NA,3
2,2005,0,1,9999,NA,3
1,1967,1,1,9999,NA,3
2,1967,1,2,120,521,3
1,1992,5,2,60,442,3
1,1997,0,2,9999,NA,3
2,1947,5,1,9999,951,3
2,1944,2,1,75,941,3
2,1966,5,2,9999,NA,3
1,1943,1,1,9999,NA,3
2,1951,1,1,9999,NA,3
1,1974,1,1,170,239,3
2,1973,1,1,110,953,3
1,1999,0,1,9999,NA,3
1,2000,0,1,9999,NA,3
2,1938,2,1,9999,NA,3
1,1951,1,1,9999,NA,3
2,1954,1,1,9999,NA,3
2,1981,5,1,180,313,3
1,1983,1,2,9999,286,3
2,1983,1,2,9999,399,3
2,2009,0,2,9999,NA,3
2,2011,0,2,9999,NA,3
1,1943,1,2,608,149,3
2,1949,1,1,100,510,3
1,1928,2,1,9999,NA,3
1,1953,1,2,138,941,3
2,1955,1,2,9999,NA,3
1,2001,0,2,9999,NA,3
1,1975,3,2,9999,873,3
1,1952,1,2,9999,771,3
2,1952,1,2,9999,NA,3
2,1989,5,1,224.7,222,1
2,1991,5,1,225,247,1
2,1993,5,2,9999,NA,3
2,1953,3,2,9999,NA,3
1,1948,1,2,9999,NA,3
2,1956,1,2,9999,NA,3
1,1974,1,1,9999,510,3
2,1974,1,1,200,259,3
2,2002,0,1,9999,NA,3
1,2007,0,1,9999,NA,3
2,1951,3,1,9999,NA,3
1,1937,1,1,9999,NA,3
2,1939,1,1,9999,NA,3
2,1967,3,1,9999,NA,3
1,1932,1,1,9999,NA,3
2,1939,1,1,9999,NA,3
2,1961,3,1,9999,NA,3
1,1998,0,1,9999,NA,3
1,1965,3,1,250,922,3
1,2006,0,1,9999,NA,3
1,1947,3,2,9999,NA,3
2,1981,5,2,9999,NA,3
2,1983,5,2,214.2,246,3
1,1937,1,2,9999,NA,3
2,1946,1,1,9999,NA,3
2,1978,1,1,9999,NA,2
1,1974,5,2,333.3,510,3
1,1978,1,2,297.6,510,2
1,2007,0,1,9999,NA,2
2,1955,2,1,144.5,941,3
1,1937,1,2,9999,NA,3
2,1950,1,2,9999,NA,3
1,1956,2,2,9999,NA,3
2,1945,3,2,9999,NA,3
2,1947,3,1,9999,NA,3
2,1947,5,1,9999,NA,3
2,1945,3,1,9999,NA,3
2,1939,2,1,9999,NA,3
1,1933,6,1,9999,NA,3
2,1937,2,1,20,941,3
2,1944,2,1,9999,NA,3
2,2000,0,1,9999,NA,3
1,1950,3,2,9999,NA,3
1,1989,5,2,174.7,832,3
1,1933,3,2,9999,NA,3
2,1943,2,1,20,999,3
1,1947,3,1,9999,873,3
1,1981,5,2,247.3,761,3
2,1935,2,1,9999,NA,3
1,1996,5,1,9999,NA,3
2,1969,3,1,9999,422,3
2,2000,0,1,9999,NA,3
1,1958,1,2,9999,NA,3
2,1961,1,2,130,521,3
2,1991,5,2,130,330,3
2,1993,5,2,9999,NA,3
1,1952,1,1,101,873,3
2,1959,1,1,9999,521,3
2,1978,1,2,9999,NA,3
2,1986,5,1,143.3,399,3
1,1979,1,2,250,854,3
2,2007,0,2,9999,NA,3
2,2010,0,2,9999,NA,3
2,1962,3,1,9999,441,3
2,1983,5,1,9999,442,3
1,1985,5,1,9999,442,3
1,1955,1,2,9999,873,3
2,1962,1,1,150,510,3
1,1961,1,1,9999,NA,3
2,1964,1,1,9999,521,3
2,1990,5,1,198.3,312,3
1,1994,5,1,9999,NA,3
1,1967,5,2,9999,NA,3
1,1940,1,1,9999,NA,3
2,1946,1,1,9999,441,3
1,1951,1,2,126,941,3
2,1954,1,2,9999,441,3
1,1979,1,2,370.5,761,2
2,1981,5,2,9999,NA,3
2,1980,1,2,138,313,2
1,2009,0,2,9999,NA,2
1,1933,2,1,9999,NA,3
2,1937,3,1,9999,NA,3
1,1938,2,1,9999,NA,3
1,1940,2,1,9999,NA,3
1,1961,3,2,204,773,3
2,1991,5,2,134.4,422,3
1,1993,5,2,9999,952,3
1,1938,1,1,9999,NA,3
2,1940,1,1,9999,NA,3
1,1941,1,1,9999,NA,3
2,1940,1,1,9999,NA,3
1,1971,5,1,312,773,3
2,1941,2,1,9999,NA,3
2,1935,2,1,9999,NA,3
2,1970,3,2,138,259,3
1,2004,0,2,9999,NA,3
1,1941,1,2,9999,NA,3
2,1947,1,2,9999,441,3
1,1952,1,1,174.3,730,3
2,1956,1,1,29,421,3
2,1993,5,1,9999,NA,3
1,1950,1,1,208.3,281,3
2,1956,1,1,9999,NA,3
2,1978,1,1,9999,NA,3
2,1980,1,1,80,259,3
1,1984,5,1,240,862,3
1,1978,1,2,360,842,3
1,1980,1,1,333.3,251,3
2,2012,0,2,9999,NA,3
1,1972,1,1,368,873,3
2,1971,1,1,196.2,930,3
1,1996,5,2,9999,NA,3
1,1938,1,2,9999,521,3
2,1946,1,2,9999,NA,3
1,1971,1,1,9999,NA,3
2,1985,1,1,9999,286,3
1,1949,1,2,120,942,3
2,1956,1,2,110,941,3
2,1926,2,2,9999,NA,3
1,1965,1,1,400,312,3
2,1967,1,1,9999,922,3
1,1996,5,2,9999,NA,3
1,1999,0,2,9999,NA,3
2,1963,2,1,9999,NA,2
2,1978,1,2,73,953,2
1,1998,0,2,9999,NA,2
1,1976,1,2,219,612,2
2,2008,0,2,9999,NA,2
1,2013,0,2,9999,NA,2
2,1949,1,2,9999,941,3
1,1943,1,2,9999,NA,3
1,1942,1,1,9999,NA,3
2,1939,1,1,9999,NA,3
1,1960,1,1,194.7,791,3
2,1969,1,1,108,442,3
2,1997,0,1,9999,NA,3
1,1953,2,2,9999,NA,3
1,1988,5,2,189,822,3
1,1962,1,2,188,930,3
2,1969,1,2,128,952,3
2,1999,0,2,9999,NA,3
2,2004,0,2,9999,NA,3
1,1956,1,1,9999,875,3
2,1956,1,1,159.6,421,3
1,1972,1,1,9999,743,3
2,1977,1,1,148,930,3
2,2005,0,1,9999,NA,3
1,1969,1,1,433,853,3
2,1974,1,1,9999,422,3
2,1999,0,1,9999,NA,3
2,1941,2,1,9999,NA,3
1,1970,1,2,400,151,3
2,1974,1,1,89.6,442,3
1,2003,0,1,9999,NA,3
1,2008,0,1,9999,NA,3
1,1972,1,1,392,312,3
2,1975,1,1,9999,NA,3
2,1999,0,1,9999,NA,3
1,2003,0,1,9999,NA,3
2,1943,2,1,9999,NA,3
1,1943,1,2,9999,NA,3
2,1949,1,2,9999,NA,3
1,1968,1,1,244.1,930,3
2,1968,1,1,9999,NA,3
2,2001,0,1,9999,NA,3
2,2003,0,1,9999,NA,3
