gender,birth,marriage,religion,income,code_job,code_region
1,1998,0,2,9999,NA,2
1,1939,1,2,9999,NA,2
2,1936,1,2,9999,NA,2
1,2007,0,2,9999,NA,2
1,1947,1,2,9999,611,2
2,1959,1,2,9999,611,2
1,1988,5,2,180,922,2
1,1990,1,2,166.3,953,1
2,1989,1,1,9999,NA,1
1,1924,1,2,9999,NA,1
2,1937,1,2,20,941,1
2,2010,0,2,9999,NA,1
1,1958,3,2,220.8,772,1
2,1970,3,2,9999,NA,4
2,1933,2,1,9999,NA,2
2,1954,2,2,9999,NA,2
1,1983,5,2,150,874,2
1,1935,1,2,9999,611,2
2,1935,1,2,9999,611,2
1,1969,5,2,9999,NA,2
1,1959,3,2,364.8,941,2
2,1936,2,2,9999,611,2
1,1994,5,2,9999,NA,2
2,2000,0,2,9999,NA,2
1,1975,1,2,9999,873,2
2,1976,1,2,156.7,313,2
1,2002,0,2,9999,NA,2
2,2005,0,2,9999,NA,2
1,1965,1,2,198,874,2
2,1969,1,2,222,930,2
1,2000,0,2,9999,NA,2
1,2003,0,2,9999,NA,2
1,1971,1,2,9999,751,2
2,1971,1,2,9999,422,2
2,2002,0,2,9999,NA,2
2,2006,0,2,9999,NA,2
2,1951,2,2,110,941,2
1,1976,1,2,377.9,922,2
2,1981,1,2,9999,NA,2
1,1977,1,2,278,854,2
1,2007,0,2,9999,NA,2
2,1978,1,2,9999,NA,2
1,2013,0,2,9999,NA,2
1,1956,1,1,9999,611,2
2,1959,1,1,9999,441,2
1,1989,5,1,9999,NA,2
1,1992,5,1,9999,NA,2
1,1956,1,2,160,873,2
2,1961,1,2,9999,432,2
2,1995,5,2,9999,NA,2
2,1961,4,1,9999,NA,2
2,1988,5,1,148,246,2
1,1994,5,2,98,953,2
2,1969,1,1,9999,NA,2
2,1934,2,1,9999,NA,2
1,1968,1,1,9999,510,2
1,2011,0,1,9999,NA,2
2,1936,2,2,9999,NA,2
1,1972,1,2,317.5,862,2
2,1976,1,2,93,442,2
1,1996,5,2,9999,NA,2
2,2002,0,2,9999,NA,2
1,2007,0,2,9999,NA,2
2,1942,3,2,9999,NA,2
2,1940,2,1,98,941,2
2,1971,5,2,9999,NA,2
1,1965,1,1,750,320,2
2,1965,1,1,9999,NA,2
2,1997,0,1,9999,NA,2
1,1940,1,1,9999,NA,2
2,1940,1,1,9999,NA,2
1,1944,1,1,9999,611,2
2,1945,1,1,9999,611,2
1,1939,1,2,9999,NA,2
2,1938,1,2,9999,NA,2
1,1921,2,2,9999,NA,2
1,1957,1,1,9999,875,2
2,1961,1,1,9999,NA,2
1,1988,5,1,212.6,832,2
2,1989,5,1,237.1,253,2
1,1955,5,1,60,941,2
1,1960,5,1,60,941,2
1,1934,2,2,9999,NA,2
1,1952,1,2,9999,612,2
2,1951,1,1,130,422,2
1,1927,1,2,9999,NA,2
2,1929,1,2,9999,NA,2
1,1970,1,1,583.3,285,2
2,1972,1,1,118,953,2
2,2000,0,1,9999,NA,2
2,2003,0,1,9999,NA,2
2,1929,2,2,9999,NA,1
1,1966,1,1,441.6,312,2
2,1970,1,1,9999,NA,2
1,1998,0,1,9999,NA,2
1,2002,0,1,9999,NA,2
1,1975,1,1,318.4,283,5
2,1979,1,1,9999,NA,5
2,2006,0,1,9999,NA,5
1,2010,0,1,9999,NA,5
1,1934,1,1,9999,NA,2
2,1937,1,1,9999,NA,2
1,1968,1,1,333.3,521,2
2,1973,1,1,291.6,530,2
2,1999,0,1,9999,NA,2
1,2001,0,1,9999,NA,2
1,1939,1,2,9999,NA,2
2,1946,1,1,100,941,2
1,1971,1,1,310,259,2
2,1974,1,1,78.7,999,2
2,2004,0,1,9999,NA,2
1,2007,0,1,9999,NA,2
1,1976,1,2,666.7,521,2
2,1977,1,2,9999,NA,2
2,2004,0,2,9999,NA,2
1,2005,0,2,9999,NA,2
1,1961,1,1,9999,272,2
2,1963,1,1,84,951,2
2,1991,5,1,9999,NA,2
1,1995,5,1,9999,NA,2
2,2000,0,1,9999,NA,2
2,1968,2,2,320,530,1
2,1995,5,2,95.3,442,1
1,2000,0,2,9999,NA,1
2,1934,2,1,9999,NA,2
1,1971,1,2,223.3,851,2
2,1973,1,2,9999,NA,2
2,1966,2,2,60,441,2
1,1991,5,2,40,285,2
2,1994,5,2,96,442,2
2,1996,5,2,9999,NA,2
1,1997,0,2,9999,NA,2
1,1963,1,2,175,762,2
2,1970,1,2,340,285,2
2,1994,5,2,9999,NA,2
1,1995,5,2,9999,NA,2
1,2003,0,2,9999,NA,2
2,1960,1,1,9999,NA,2
2,2002,0,1,9999,NA,2
1,1961,1,1,120,612,2
1,1942,1,2,9999,873,2
2,1947,1,1,9999,NA,2
2,1940,2,2,70,941,2
1,1966,5,2,50,941,2
1,1958,1,1,180,873,2
2,1952,1,1,9999,NA,2
2,1976,1,1,9999,NA,2
1,2004,0,1,9999,NA,2
2,1998,0,1,9999,NA,2
2,1997,0,1,9999,NA,2
1,1969,1,1,240,851,2
1,1967,1,2,9999,823,2
2,1974,1,2,9999,823,2
1,1999,0,2,9999,NA,2
2,1999,0,2,9999,NA,2
1,1955,1,1,369.3,743,2
2,1955,1,1,9999,NA,2
1,1978,1,1,286.1,930,6
1,1983,5,1,303.6,521,2
2,1984,1,1,9999,NA,6
2,1970,3,1,9999,248,2
1,1967,1,2,255,772,2
2,1962,1,2,9999,NA,2
1,2003,0,2,9999,NA,2
2,1944,3,1,9999,NA,2
1,1945,1,1,9999,611,2
2,1947,1,1,9999,NA,2
1,1948,1,2,9999,NA,2
2,1947,1,2,9999,NA,2
1,1949,1,2,9999,NA,2
2,1958,1,2,9999,NA,2
1,1937,1,2,9999,611,2
2,1940,1,1,9999,991,2
1,1968,3,2,9999,NA,2
1,1947,1,2,9999,611,2
2,1954,1,2,88,999,2
1,1948,2,1,9999,762,2
2,1947,1,2,9999,NA,2
1,1966,1,1,189.6,799,2
2,1969,1,1,9999,NA,2
2,1996,5,1,9999,NA,2
1,1950,1,2,174,953,2
2,1958,1,1,9999,521,2
2,1981,5,2,208,253,2
2,1983,5,2,188,312,2
2,1938,2,1,9999,NA,2
2,1970,5,1,9999,NA,2
1,1960,5,2,126.4,930,2
1,1933,1,2,9999,NA,2
2,1930,1,2,9999,NA,2
2,1937,2,1,9999,NA,2
1,1937,1,1,9999,611,2
2,1940,1,1,9999,611,2
2,1938,2,2,9999,NA,2
1,1971,3,2,9999,510,2
2,2002,0,2,9999,NA,2
2,2005,0,2,9999,NA,2
1,2007,0,2,9999,NA,2
2,1944,1,2,9999,NA,2
1,1943,2,2,9999,NA,2
1,1969,1,1,464.2,252,2
2,1969,1,1,9999,NA,2
1,1999,0,2,9999,NA,2
1,2002,0,2,9999,NA,2
1,2007,0,2,9999,NA,2
1,2010,0,2,9999,NA,2
1,1960,1,1,187,952,2
2,1963,1,1,9999,NA,2
1,1998,0,1,9999,NA,2
2,2000,0,1,9999,NA,2
1,1968,1,1,358.4,312,2
2,1971,1,1,198.4,313,2
2,1998,0,1,9999,NA,2
1,1999,0,1,9999,NA,2
1,1971,1,1,363,930,2
2,1976,1,1,50,254,2
1,2002,0,1,9999,NA,2
1,2005,0,1,9999,NA,2
1,2007,0,1,9999,NA,2
1,1950,1,2,9999,611,2
2,1955,1,1,180,421,2
1,1972,1,2,766.6,510,2
2,1975,1,2,9999,NA,2
2,2003,0,2,9999,NA,2
1,2008,0,2,9999,NA,2
1,1962,1,1,9999,441,2
2,1964,1,1,9999,442,2
2,1998,0,1,9999,NA,2
2,2000,0,1,9999,NA,2
1,1953,1,1,9999,611,2
2,1954,1,1,9999,611,2
1,1921,1,1,9999,NA,2
2,1930,1,1,9999,NA,2
1,1956,1,1,666.6,132,2
2,1961,1,1,9999,611,2
1,1984,1,2,226.5,311,2
1,1987,5,1,9999,NA,2
2,1932,2,1,9999,NA,2
2,1985,1,2,138,311,2
1,1944,1,2,9999,613,2
2,1948,1,2,9999,613,2
1,1936,1,2,9999,611,2
2,1937,1,2,9999,NA,2
1,1936,1,2,9999,NA,2
2,1947,1,2,153,952,2
1,1942,1,2,9999,611,2
2,1946,1,2,9999,NA,2
2,1923,2,2,9999,NA,2
2,1932,2,1,9999,NA,2
2,1929,2,1,9999,NA,2
1,1954,1,2,9999,611,2
2,1958,1,2,9999,611,2
1,1981,5,2,9999,431,2
1,1930,1,2,9999,NA,2
2,1933,1,2,9999,NA,2
1,1964,1,2,9999,NA,2
2,1967,1,1,275,710,2
2,1995,5,2,9999,NA,2
1,1933,1,2,9999,NA,2
2,1932,1,2,9999,NA,2
1,1954,1,2,183.3,941,2
2,1957,1,2,9999,NA,2
1,1981,1,2,225,151,2
2,1977,1,2,9999,NA,2
2,2013,0,2,9999,NA,2
1,2013,0,2,9999,NA,2
1,2013,0,2,9999,NA,2
1,1953,1,2,9999,611,2
2,1956,1,2,9999,611,2
1,1938,1,2,9999,611,2
2,1937,1,2,9999,NA,2
1,1946,1,2,9999,613,2
2,1949,1,2,9999,613,2
2,1942,3,1,9999,NA,2
1,1974,1,2,9999,899,2
2,1975,1,2,9999,399,2
2,2003,0,2,9999,NA,2
2,1942,2,1,109,930,2
1,2009,0,2,9999,NA,2
1,1955,1,1,9999,NA,6
2,1958,1,1,9999,NA,6
2,1931,2,2,9999,NA,2
2,1943,2,2,9999,NA,2
1,1968,4,2,9999,875,6
1,2012,0,2,9999,NA,6
2,1932,2,1,9999,611,2
1,1938,1,2,9999,NA,2
2,1940,1,2,9999,NA,2
1,1962,1,2,9999,254,2
2,1966,1,2,9999,254,2
1,1991,5,2,9999,NA,2
2,1934,2,1,9999,NA,2
1,1947,1,1,9999,242,2
2,1948,1,1,9999,248,2
1,1962,1,2,9999,432,2
2,1965,1,1,9999,422,2
1,1991,5,2,120,953,2
1,1960,1,2,9999,611,2
2,1963,1,1,9999,951,2
2,1989,1,1,9999,NA,7
2,1991,5,2,230,246,2
1,1976,1,1,416.7,211,7
1,2012,0,1,9999,NA,7
1,1942,1,1,9999,611,2
2,1947,1,1,9999,611,2
1,1982,1,2,9999,NA,2
2,1981,1,2,9999,NA,2
1,1977,1,1,225,922,2
2,1975,1,1,9999,NA,2
1,2013,0,1,9999,NA,2
1,1970,1,2,9999,441,2
2,1975,1,2,9999,442,2
1,1999,0,2,9999,NA,2
1,2003,0,2,9999,NA,2
1,1931,1,1,9999,NA,2
2,1947,1,1,9999,NA,2
1,1945,1,2,9999,611,6
1,1982,1,2,340.3,930,2
2,1955,1,1,72,441,6
2,1923,2,1,9999,NA,6
2,1984,1,2,9999,NA,2
2,2012,0,2,9999,NA,2
1,2013,0,2,9999,NA,2
1,1971,1,2,320,873,2
2,1971,1,2,180,313,2
1,1996,5,2,9999,NA,2
2,1999,0,2,9999,NA,2
1,1970,1,1,315.3,873,2
2,1970,1,1,9999,953,2
2,2004,0,1,9999,NA,2
2,2012,0,1,9999,NA,2
1,1964,1,2,150,873,2
2,1982,1,2,9999,NA,2
2,2006,0,2,9999,NA,2
2,2010,0,2,9999,NA,2
1,1970,5,2,319.3,930,2
1,1970,1,2,242.5,772,2
2,1973,1,1,9999,NA,2
1,1998,0,2,9999,NA,2
1,2002,0,2,9999,NA,2
2,1932,2,1,9999,NA,2
2,1922,2,2,9999,NA,2
1,1978,1,1,9999,873,2
2,1979,1,1,100,313,2
2,2003,0,1,9999,NA,2
2,2008,0,1,9999,NA,2
1,1933,6,1,9999,NA,2
2,1936,2,1,9999,NA,2
2,1967,5,1,9999,NA,2
2,1950,2,1,90,941,2
2,1934,2,1,9999,NA,2
1,1963,1,1,250,510,2
2,1968,1,1,831.7,132,2
2,1994,5,1,9999,NA,2
1,2000,0,1,9999,NA,2
2,1943,2,1,9999,NA,2
1,1961,1,1,230,941,2
2,1967,1,1,9999,611,2
1,1991,5,1,9999,NA,2
2,1993,5,1,9999,NA,2
1,1948,1,2,9999,NA,2
2,1947,1,1,9999,NA,2
1,1937,1,1,9999,NA,2
2,1941,1,1,9999,NA,2
1,1963,1,1,9999,521,2
2,1958,1,1,9999,442,2
1,1944,3,2,9999,NA,2
1,1952,1,2,9999,NA,2
2,1955,1,2,9999,NA,2
2,1986,5,2,9999,NA,2
1,1933,1,1,9999,NA,2
2,1937,1,1,9999,NA,2
2,1932,2,2,9999,NA,1
1,1939,1,2,9999,NA,2
2,1935,1,2,9999,NA,2
1,1953,1,2,9999,NA,2
2,1958,1,2,121.3,442,2
2,1923,2,1,9999,611,2
1,1983,5,2,9999,441,2
2,1955,2,1,188,611,2
1,1981,1,1,9999,611,2
1,1932,1,1,9999,NA,2
2,1932,1,1,9999,NA,2
2,1981,1,1,178,243,2
1,2006,0,1,9999,NA,2
1,2010,0,1,9999,NA,2
1,1979,5,1,9999,521,2
1,1945,1,1,500,613,2
2,1949,1,1,9999,NA,2
2,1954,2,1,78,951,2
1,1975,5,1,265.5,841,2
1,1937,1,1,9999,611,2
2,1937,1,1,9999,611,2
2,1962,2,1,120,530,2
2,1988,5,1,9999,NA,2
1,1990,5,1,9999,NA,2
1,1960,1,2,9999,611,2
2,1963,1,2,9999,611,2
1,2000,0,2,9999,NA,2
1,1942,1,2,9999,611,2
2,1947,1,2,9999,953,2
1,1931,2,2,9999,NA,2
1,1970,3,2,9999,611,2
2,2009,0,2,9999,NA,2
1,1971,1,2,9999,611,2
2,1976,1,2,108.4,314,2
1,2007,0,2,9999,NA,2
1,1938,1,2,9999,611,2
2,1942,1,2,9999,611,2
1,1938,1,2,9999,611,2
2,1939,1,2,9999,NA,2
2,1937,2,2,9999,NA,2
1,1974,1,1,9999,120,2
2,1974,1,1,9999,NA,2
1,2005,0,1,9999,NA,2
2,2009,0,1,9999,NA,2
2,2011,0,1,9999,NA,2
1,1975,1,2,9999,773,2
2,1975,1,2,9999,NA,2
2,2005,0,2,9999,NA,2
1,1970,1,1,9999,231,2
2,1974,1,1,9999,NA,2
2,2000,0,1,9999,NA,2
2,2003,0,1,9999,NA,2
2,2006,0,1,9999,NA,2
1,1972,1,1,9999,751,2
2,1974,1,1,9999,NA,2
2,2002,0,1,9999,NA,2
2,2006,0,1,9999,NA,2
1,1962,1,2,530,411,2
2,1965,1,2,9999,NA,2
2,1989,5,2,235,312,2
2,1993,5,2,9999,NA,2
1,1969,1,2,200,412,2
2,1968,1,2,100,921,2
2,1994,5,2,180,432,2
2,1998,0,2,9999,NA,2
1,1967,1,2,147,772,2
2,1969,1,2,400,422,2
2,1998,0,2,9999,NA,2
2,2001,0,2,9999,NA,2
1,2004,0,2,9999,NA,2
2,1942,2,1,9999,NA,2
1,1940,1,1,9999,NA,2
2,1944,1,1,85,941,2
2,1954,3,1,80,941,2
2,1953,3,1,178.2,421,2
2,1980,5,2,144.8,521,2
1,1938,1,2,9999,NA,2
2,1938,1,2,9999,NA,2
1,1977,5,2,300,762,2
2,1950,2,1,9999,NA,2
1,1935,2,2,77.4,930,2
1,1976,5,1,358,873,2
2,1946,2,1,9999,NA,2
1,1971,1,1,446.7,312,2
2,1971,1,1,91,421,2
2,2002,0,1,9999,NA,2
1,2007,0,1,9999,NA,2
1,1955,1,2,9999,873,2
2,1958,1,1,137.9,951,2
1,1988,5,1,9999,NA,2
2,1998,0,2,9999,NA,2
2,1941,2,1,9999,NA,2
1,1981,5,2,349.7,510,2
2,1946,2,1,32.9,953,2
1,1963,1,2,359.4,873,2
2,1969,1,2,77.3,442,2
2,1994,5,2,9999,NA,2
1,1996,5,2,9999,314,2
1,1998,0,2,9999,NA,2
1,1929,1,2,9999,NA,2
2,1939,1,2,9999,NA,2
1,1970,1,2,358,224,2
2,1973,1,2,9999,NA,2
2,1999,0,2,9999,NA,2
2,2001,0,2,9999,NA,2
1,1942,1,1,9999,NA,2
2,1948,1,1,131,442,2
1,1974,5,1,211,313,2
1,1965,1,2,9999,442,2
2,1971,1,2,9999,441,2
1,1995,5,2,9999,NA,2
1,1998,0,2,9999,NA,2
1,2001,0,2,9999,NA,2
2,1943,1,2,9999,NA,7
1,1940,1,2,20,999,7
1,1928,1,1,9999,NA,2
2,1930,1,1,9999,NA,2
2,1970,1,1,323,248,2
1,1966,1,1,200,922,2
1,1971,1,1,9999,281,2
2,1971,1,1,16,314,2
1,2001,0,1,9999,NA,2
1,2004,0,1,9999,NA,2
1,1966,1,2,439,231,2
2,1975,1,2,9999,NA,2
1,2002,0,2,9999,NA,2
1,2007,0,2,9999,NA,2
2,1954,5,1,150,822,2
2,1926,2,1,9999,NA,2
1,1970,1,1,9999,423,2
2,1980,1,1,9999,NA,2
1,2006,0,1,9999,NA,2
1,2008,0,1,9999,NA,2
2,1942,2,1,9999,NA,1
1,1970,5,2,230,521,1
1,1960,1,2,9999,521,2
2,1963,1,2,9999,521,2
2,1994,5,2,9999,NA,2
1,1996,5,2,9999,NA,2
1,1929,1,2,9999,NA,2
2,1937,1,2,9999,NA,2
1,1931,2,1,9999,NA,2
1,1965,1,2,1020.8,132,2
2,1967,1,2,9999,NA,2
2,1990,5,2,9999,NA,2
1,1994,5,2,50,521,2
2,1938,2,2,9999,NA,2
1,1960,1,1,423.3,311,2
2,1966,1,1,56,421,2
2,1989,5,1,9999,NA,2
1,1991,5,1,9999,NA,2
1,1964,1,2,307.2,873,2
2,1969,1,2,9999,NA,2
1,1992,5,2,9999,NA,2
1,1993,1,2,135,1012,2
2,1992,1,2,9999,NA,2
1,2012,0,2,9999,NA,2
1,1963,1,2,547.5,131,2
2,1966,1,2,546.7,131,2
2,1992,5,2,9999,NA,2
1,1996,5,2,9999,NA,2
1,1975,1,2,572.5,252,2
2,1977,1,2,9999,NA,2
1,2005,0,2,9999,NA,2
1,2008,0,2,9999,NA,2
1,1975,1,2,320.3,312,2
2,1975,1,2,235,510,2
1,2000,0,2,9999,NA,2
1,2002,0,2,9999,NA,2
1,1963,3,1,9999,274,2
1,1997,0,1,9999,NA,2
2,1933,2,1,9999,NA,2
1,1940,1,2,9999,611,2
2,1942,1,2,9999,611,2
2,1974,5,2,375,313,2
2,1978,5,2,500,320,2
1,1956,1,2,9999,792,2
2,1955,1,2,9999,421,2
2,1935,2,1,9999,NA,2
1,1974,1,1,200,910,2
2,1944,2,1,9999,930,2
2,1978,1,1,9999,NA,2
1,1934,3,1,9999,NA,2
2,1945,1,2,97.2,941,2
1,1928,1,1,9999,611,2
2,1932,1,2,9999,611,2
2,1956,2,1,9999,NA,2
1,1980,5,1,135.8,930,2
1,1982,5,1,145.8,930,2
2,1945,2,2,9999,611,2
1,1945,1,2,9999,611,2
2,1947,1,2,9999,611,2
2,1938,2,1,9999,NA,6
1,1969,1,1,281,248,6
2,1969,1,1,556.6,252,6
2,1998,0,1,9999,NA,6
1,2001,0,1,9999,NA,6
1,1933,1,2,9999,611,2
2,1931,1,1,9999,NA,2
2,1940,2,2,9999,NA,2
2,1940,2,1,9999,NA,2
2,1936,2,2,9999,NA,1
1,1936,1,2,9999,611,2
2,1939,1,2,9999,611,2
1,1938,1,1,9999,611,1
2,1941,1,1,9999,NA,1
1,1995,5,1,9999,NA,1
2,1994,5,1,9999,NA,1
1,1942,1,2,9999,611,2
2,1945,1,2,9999,611,2
2,1930,2,1,9999,NA,2
2,1941,2,1,9999,NA,2
2,1935,2,2,9999,NA,2
2,1967,2,2,109.3,259,2
1,1999,0,2,9999,NA,2
1,2003,0,1,9999,NA,2
2,1926,2,1,9999,NA,1
1,1961,1,2,9999,611,2
2,1962,1,2,9999,441,2
1,1988,5,2,9999,442,2
1,1953,1,2,140,942,2
2,1953,1,2,9999,611,2
1,1932,1,2,9999,NA,2
2,1947,1,2,20,951,2
2,1931,2,2,9999,NA,5
2,1965,1,1,170.4,952,5
1,1961,1,1,24.8,999,5
1,1990,5,1,9999,NA,5
2,1994,5,1,120,953,5
1,1943,1,2,140,942,2
2,1948,1,2,9999,442,2
2,1975,1,1,9999,NA,5
1,1973,1,1,9999,910,5
2,1940,2,2,9999,611,2
2,1970,5,2,9999,NA,2
1,1978,1,2,200,910,2
2,1980,1,1,9999,NA,2
1,2006,0,1,9999,NA,2
1,2010,0,1,9999,NA,2
1,1968,5,2,9999,NA,2
2,1932,2,2,9999,NA,2
1,1941,1,2,9999,611,2
2,1945,1,2,9999,611,2
1,1946,1,2,130,942,2
2,1952,1,2,9999,611,2
1,1943,1,2,9999,611,2
2,1953,1,2,9999,611,2
1,1935,1,2,9999,NA,2
2,1945,1,2,9999,NA,2
1,1930,1,2,9999,630,2
2,1943,1,2,9999,NA,2
2,1926,2,2,9999,NA,2
2,1950,3,1,9999,611,2
1,1932,2,1,9999,NA,2
1,1937,1,1,9999,NA,6
2,1942,1,1,20,953,6
1,1970,5,1,9999,NA,6
1,1962,1,2,453.7,311,6
2,1963,1,2,160.8,313,6
1,1989,5,2,9999,NA,6
2,1993,5,2,9999,953,6
1,1950,1,1,9999,274,6
2,1958,1,1,125,251,6
2,1979,5,1,266.7,313,6
1,1982,5,1,270,251,6
1,1957,1,1,541.6,231,6
2,1960,1,1,9999,NA,6
2,1988,5,2,166.7,773,1
2,1990,5,2,180,312,1
1,1971,1,2,654,312,1
2,1975,1,2,350.8,311,1
1,1998,0,2,9999,NA,1
2,1953,2,2,9999,NA,1
1,1960,1,1,316.7,139,6
2,1969,1,1,9999,NA,6
1,2000,0,1,9999,NA,6
2,2004,0,1,9999,NA,6
1,1966,1,2,708.3,251,3
2,1971,1,2,9999,NA,3
2,2000,0,2,9999,NA,3
1,2003,0,2,9999,NA,3
1,1975,1,1,500,1011,2
2,1976,1,1,9999,NA,2
2,2007,0,1,9999,NA,2
2,2009,0,1,9999,NA,2
2,2012,0,1,9999,NA,2
1,1934,3,2,9999,NA,6
2,1937,2,1,9999,NA,6
1,1943,1,2,9999,NA,6
2,1949,1,1,9999,NA,6
1,1947,3,1,9999,710,6
2,1938,2,2,9999,NA,6
1,1938,1,2,9999,NA,6
2,1942,1,1,9999,NA,6
1,1964,3,2,9999,NA,6
1,1980,5,2,90,953,6
1,1964,1,2,582.2,411,6
2,1962,1,2,9999,NA,6
2,1989,5,2,9999,NA,6
1,1992,5,2,9999,NA,6
1,1970,1,2,450,311,6
2,1970,1,2,465,311,6
1,1999,0,2,9999,NA,6
1,2002,0,2,9999,NA,6
1,1968,1,1,363,311,6
2,1972,1,1,9999,NA,6
1,1998,0,2,9999,NA,6
1,2001,0,2,9999,NA,6
1,1945,1,2,9999,611,6
2,1950,1,1,9999,611,6
1,1970,1,1,100,612,7
2,1970,1,1,135,247,7
1,2000,0,1,9999,NA,7
2,2002,0,1,9999,NA,7
1,1973,3,2,9999,922,6
1,1945,1,1,131.9,999,6
2,1949,1,2,137.2,952,6
1,1978,5,2,176.8,922,6
1,1974,5,2,263.5,864,6
1,1975,1,1,583,120,5
2,1975,1,1,9999,NA,5
1,2002,0,1,9999,NA,5
1,2006,0,1,9999,NA,5
1,1972,1,2,243.3,312,6
2,1975,1,2,250,313,6
1,2004,0,2,9999,NA,6
1,2011,0,2,9999,NA,6
1,1975,1,2,353.3,312,6
2,1978,1,1,9999,NA,6
2,2005,0,2,9999,NA,6
2,2008,0,2,9999,NA,6
1,1962,1,2,9999,521,6
2,1964,1,2,9999,521,6
1,1998,0,2,9999,NA,6
2,1954,2,1,9999,611,6
2,1934,2,1,9999,NA,6
2,1921,2,1,9999,611,6
1,1980,5,2,9999,NA,6
1,1977,5,2,9999,NA,6
1,1939,1,2,9999,611,6
2,1938,1,2,9999,NA,6
1,1939,1,1,9999,NA,1
2,1942,1,1,9999,NA,1
1,1938,1,1,9999,NA,6
2,1941,1,1,9999,611,6
2,1954,2,1,9999,NA,6
2,1982,1,2,161,243,2
1,1984,1,2,300,1012,2
1,2009,0,2,9999,NA,2
2,2011,0,2,9999,NA,2
1,1975,3,2,9999,NA,6
1,2003,0,2,9999,NA,6
1,2007,0,2,9999,NA,6
1,1965,1,2,541.7,411,6
2,1960,1,2,9999,NA,6
1,1994,5,2,9999,NA,6
1,1998,0,2,9999,NA,6
1,1970,3,2,510,442,6
1,1961,1,2,680,223,6
2,1966,1,2,120,432,6
1,1956,1,1,9999,611,4
2,1957,1,1,86.7,421,4
1,1956,1,1,130,942,6
2,1960,1,1,9999,521,6
2,1984,5,1,180,320,6
1,1971,1,2,400,311,6
2,1973,1,2,9999,NA,6
2,2002,0,2,9999,NA,6
2,1949,2,1,9999,NA,6
2,1949,2,1,130,941,6
1,1980,5,1,150,761,6
1,1970,1,1,200,922,6
2,1971,1,1,112.5,422,6
2,2002,0,1,9999,NA,6
1,2003,0,1,9999,NA,6
1,2011,0,1,9999,NA,6
1,1966,1,1,9999,248,6
2,1970,1,1,9999,NA,6
1,2001,0,1,9999,NA,6
1,2003,0,1,9999,NA,6
1,2008,0,1,9999,NA,6
1,1956,1,2,9999,611,6
2,1961,3,1,9999,NA,6
2,1958,1,2,100,930,6
1,1935,1,1,9999,NA,6
2,1935,1,1,9999,NA,6
2,1947,2,1,9999,NA,6
1,1976,1,2,489.8,762,6
2,1982,1,2,129.3,247,6
2,2010,0,2,9999,NA,6
2,1936,2,1,9999,NA,6
1,1923,2,1,9999,NA,6
2,1933,2,2,9999,NA,6
1,1935,1,1,9999,NA,6
2,1935,1,1,9999,NA,6
1,1936,1,1,20,941,6
2,1945,1,1,9999,NA,6
1,1928,2,2,9999,NA,6
1,1971,5,2,227,891,6
2,1960,1,2,9999,611,6
2,1982,1,2,9999,NA,6
1,1986,5,2,210,942,6
1,1948,1,2,9999,NA,6
1,1982,1,1,400,510,6
1,1967,1,1,216.1,875,6
2,1959,1,1,108,930,6
1,1994,1,1,91,999,6
2,1996,5,1,9999,864,6
1,1943,1,2,9999,NA,6
2,1950,1,2,9999,NA,6
1,1959,1,2,194,930,6
2,1960,1,2,9999,611,6
1,1999,0,2,9999,NA,6
1,1987,5,2,9999,772,6
1,1956,1,1,9999,NA,6
2,1963,1,1,210,822,6
1,1990,5,1,9999,NA,6
2,1933,2,1,9999,611,6
2,1947,2,2,9999,NA,6
2,1967,3,2,67.5,953,6
2,1970,2,2,136,247,6
2,1990,5,2,102,246,6
2,1999,0,2,9999,NA,6
2,1999,0,2,9999,NA,6
2,1941,2,1,9999,611,6
1,1951,1,2,9999,NA,6
2,1954,1,2,9999,611,6
2,1976,5,2,9999,NA,6
2,1944,2,1,9999,611,6
1,1977,1,2,458.3,320,6
1,1980,1,2,391.6,320,6
2,1976,1,1,9999,NA,6
2,2008,0,2,9999,NA,6
2,1981,1,2,9999,NA,6
1,2011,0,2,9999,NA,6
1,2012,0,2,9999,NA,6
1,1959,1,1,9999,611,6
2,1966,1,1,525,253,6
2,1995,5,1,9999,NA,6
1,1998,0,1,9999,NA,6
1,2002,0,1,9999,NA,6
1,1966,1,1,833.3,530,6
2,1966,1,1,416.7,530,6
2,1992,5,1,9999,NA,6
1,1996,5,1,9999,NA,6
2,1928,2,1,9999,NA,1
1,1950,1,1,9999,873,1
2,1955,1,1,9999,951,1
1,1978,5,1,244.2,922,1
2,1954,1,1,9999,611,6
1,1931,2,2,9999,NA,6
1,1944,1,1,9999,613,6
2,1954,1,1,45,951,6
1,1943,1,2,9999,NA,6
2,1944,1,2,9999,611,6
1,1945,1,1,9999,NA,6
2,1947,1,1,9999,NA,6
2,1933,2,1,9999,611,6
1,1935,1,1,9999,611,6
2,1939,1,1,9999,611,6
1,1961,1,1,9999,875,6
2,1986,1,2,9999,NA,2
2,1962,1,1,9999,313,6
1,2008,0,1,9999,NA,6
1,1984,1,2,295,772,2
1,2012,0,2,9999,NA,2
1,1957,1,1,9999,611,6
2,1959,1,1,133.6,441,6
2,2001,0,1,9999,NA,6
1,1953,3,2,160,753,6
1,1977,1,2,501,312,2
2,1965,1,2,150,521,2
1,1962,1,1,483.3,252,6
2,1963,1,1,508.3,252,6
1,1993,5,1,9999,NA,6
1,1971,1,1,430,1012,6
